Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone3
10.42,88.8,0.08,0.055,0.152,15085.16129
10.75,88.9,0.081,0.055,0.159,14905.16129
10.75,88.5,0.083,0.091,0.141,14940.0
10.8,88.8,0.076,0.062,0.145,14800.64516
10.77,89.1,0.077,0.077,0.122,14684.51613
10.66,88.9,0.078,0.081,0.163,14638.06452
10.47,89.2,0.077,0.062,0.122,14626.45161
10.37,89.3,0.072,0.055,0.156,14609.03226
10.32,89.4,0.078,0.081,0.163,14591.6129
10.29,89.7,0.086,0.081,0.134,14492.90323
10.36,89.7,0.084,0.081,0.159,14336.12903
10.36,89.7,0.089,0.088,0.163,14278.06452
10.33,89.8,0.085,0.048,0.174,14254.83871
10.19,89.7,0.078,0.081,0.148,14214.19355
10.07,90.0,0.083,0.048,0.156,14127.09677
10.08,90.1,0.086,0.066,0.093,14225.80645
9.98,90.1,0.085,0.066,0.163,14440.64516
9.91,90.2,0.082,0.077,0.152,14748.3871
9.94,90.5,0.08,0.04,0.185,14893.54839
9.94,90.4,0.084,0.073,0.119,14591.6129
9.86,90.4,0.084,0.077,0.13,14307.09677
9.86,90.7,0.081,0.088,0.111,14283.87097
9.75,90.5,0.077,0.073,0.178,14051.6129
9.76,90.8,0.082,0.051,0.111,13871.6129
9.77,90.5,0.08,0.066,0.115,13232.90323
9.74,90.2,0.083,0.081,0.082,12274.83871
9.82,90.2,0.079,0.091,0.119,11090.32258
9.9,89.7,0.081,0.051,0.134,10445.80645
10.19,89.2,0.079,0.073,0.141,10167.09677
10.46,88.3,0.08,0.073,0.108,9981.290323
10.54,86.9,0.081,0.091,0.126,9743.225806
10.47,85.7,0.079,0.124,0.189,9679.354839
10.46,84.6,0.086,0.315,0.286,9627.096774
10.56,84.0,0.08,1.072,1.083,9859.354839
10.56,83.4,0.082,2.807,2.811,9946.451613
10.61,83.4,0.08,4.593,4.343,10230.96774
10.68,82.7,0.084,6.442,6.038,10486.45161
10.88,81.5,0.084,8.62,8.07,10689.67742
11.02,79.8,0.081,11.29,10.43,10858.06452
11.05,79.2,0.086,13.48,12.48,11113.54839
11.1,79.2,0.082,16.29,15.08,11403.87097
11.25,78.7,0.08,21.11,19.71,11694.19355
11.32,78.5,0.08,26.07,23.91,12025.16129
11.44,78.5,0.081,28.7,26.47,12367.74194
11.62,78.3,0.078,29.41,27.23,12832.25806
12.38,75.4,0.081,31.82,29.55,13122.58065
12.56,72.1,0.077,32.7,30.48,13378.06452
12.57,71.4,0.083,30.42,28.12,13598.70968
12.62,71.6,0.08,34.2,32.12,13958.70968
12.62,72.1,0.078,46.45,43.02,14905.16129
12.92,71.0,0.08,55.22,50.8,15073.54839
13.06,69.05,0.08,72.5,67.7,15218.70968
13.04,69.15,0.083,82.1,75.8,15317.41935
13.04,69.72,0.078,90.1,82.9,15712.25806
13.14,69.48,0.079,92.1,85.2,15758.70968
13.25,68.58,0.077,87.2,80.4,15822.58065
13.27,68.28,0.077,78.3,71.7,15990.96774
13.21,69.35,0.079,68.91,62.84,15973.54839
13.1,69.32,0.082,48.62,44.46,16374.19355
13.13,68.85,0.077,39.64,36.69,16345.16129
13.22,68.01,0.079,50.99,47.66,16188.3871
13.27,69.52,0.081,75.2,69.83,16455.48387
12.89,73.6,0.085,83.1,76.6,16740.0
12.73,74.1,0.081,108.4,100.2,16751.6129
12.66,75.8,0.079,123.8,113.1,16757.41935
12.56,77.3,0.083,127.0,117.1,16757.41935
12.54,77.4,0.079,141.2,127.9,16867.74194
12.71,76.9,0.082,142.5,129.9,16908.3871
12.96,75.7,0.078,143.5,131.9,16751.6129
13.19,71.6,0.076,126.7,117.2,16815.48387
13.22,72.1,0.081,139.2,130.2,16641.29032
13.24,72.9,0.078,158.5,147.6,16832.90323
13.22,73.2,0.08,176.2,163.2,17012.90323
13.32,72.9,0.077,177.4,162.6,16856.12903
13.4,71.7,0.076,172.6,158.1,16705.16129
13.33,72.3,0.074,162.0,148.3,16664.51613
13.29,71.0,0.08,162.3,149.3,16751.6129
13.38,68.95,0.076,171.1,157.3,16641.29032
13.28,68.71,0.076,179.0,163.7,16554.19355
13.33,69.58,0.079,182.9,166.7,16490.32258
13.4,69.65,0.078,199.2,181.9,16356.77419
13.56,68.35,0.082,179.2,160.7,16385.80645
13.6,68.35,0.088,145.2,132.8,16054.83871
13.69,65.98,0.08,126.9,117.0,15961.93548
13.82,64.17,0.083,129.0,119.3,16246.45161
13.89,64.71,0.08,139.2,128.3,16333.54839
13.81,64.51,0.079,146.8,135.0,16159.35484
13.88,64.21,0.08,141.4,130.1,16089.67742
13.95,62.17,0.079,124.8,114.6,15718.06452
14.09,59.7,0.082,104.3,95.4,15497.41935
14.13,59.53,0.081,88.9,81.5,15445.16129
14.14,59.23,0.086,76.2,70.4,15311.6129
14.22,58.23,0.082,66.95,62.72,15294.19355
14.28,56.76,0.082,69.52,65.57,15178.06452
14.44,55.89,0.088,57.72,53.69,15474.19355
14.59,54.46,0.085,45.0,41.45,15555.48387
14.32,60.97,0.088,38.97,35.64,16153.54839
13.81,62.7,0.085,32.17,29.53,16954.83871
13.65,64.61,0.086,23.13,21.48,18859.35484
13.47,65.74,0.086,16.55,15.24,21286.45161
13.32,66.28,0.085,12.29,11.27,23109.67742
13.29,66.28,0.085,9.09,8.57,23951.6129
13.32,66.04,0.084,7.67,7.29,24137.41935
13.37,66.58,0.084,5.845,5.548,24480.0
13.24,67.15,0.083,2.039,1.999,24758.70968
13.06,67.58,0.088,0.465,0.445,24932.90323
12.98,68.08,0.082,0.201,0.252,24950.32258
12.87,69.25,0.079,0.04,0.193,24973.54839
12.67,70.5,0.081,0.059,0.145,24851.6129
12.55,71.7,0.082,0.077,0.171,25083.87097
12.42,72.3,0.081,0.062,0.148,25089.67742
12.39,72.7,0.08,0.07,0.137,25165.16129
12.32,73.7,0.078,0.066,0.156,25269.67742
12.21,75.0,0.084,0.051,0.134,25275.48387
12.27,75.2,0.089,0.062,0.185,25165.16129
12.41,75.2,0.086,0.048,0.171,24840.0
12.14,76.5,0.082,0.07,0.178,24596.12903
12.22,77.1,0.089,0.07,0.137,24549.67742
12.3,77.2,0.082,0.07,0.152,24700.64516
12.23,77.4,0.082,0.048,0.137,24375.48387
11.95,78.0,0.08,0.033,0.182,24236.12903
11.75,79.0,0.08,0.04,0.178,23690.32258
11.71,79.6,0.08,0.048,0.156,23243.22581
11.63,79.8,0.078,0.051,0.156,22755.48387
11.27,80.3,0.075,0.048,0.189,22308.3871
11.1,80.8,0.074,0.059,0.156,22012.25806
11.16,81.2,0.072,0.062,0.115,21512.90323
11.21,81.4,0.069,0.044,0.185,20897.41935
11.17,81.6,0.071,0.051,0.159,20229.67742
11.18,81.6,0.069,0.051,0.159,19364.51613
11.22,81.8,0.076,0.066,0.145,18981.29032
11.33,82.2,0.082,0.059,0.156,18325.16129
11.51,82.3,0.083,0.029,0.178,17715.48387
11.5,82.7,0.087,0.048,0.163,17221.93548
11.46,83.1,0.082,0.077,0.108,16861.93548
11.42,83.5,0.082,0.077,0.104,16461.29032
11.43,83.6,0.082,0.077,0.163,16403.22581
11.36,83.9,0.08,0.04,0.163,15793.54839
11.21,84.5,0.083,0.059,0.122,15375.48387
11.09,84.9,0.083,0.037,0.122,15201.29032
11.04,85.0,0.082,0.066,0.115,15120.0
11.09,85.1,0.082,0.059,0.134,15003.87097
11.17,85.1,0.08,0.048,0.178,14829.67742
11.15,85.1,0.081,0.055,0.148,14678.70968
11.05,85.3,0.082,0.084,0.137,14609.03226
11.03,85.5,0.08,0.066,0.122,14533.54839
11.01,85.6,0.079,0.07,0.115,14405.80645
10.98,85.8,0.079,0.081,0.156,14225.80645
10.92,86.0,0.078,0.073,0.156,14069.03226
10.9,86.1,0.085,0.037,0.159,14103.87097
10.87,86.2,0.084,0.055,0.137,14109.67742
10.83,86.3,0.084,0.07,0.163,13941.29032
10.85,86.2,0.084,0.077,0.134,13889.03226
10.87,86.1,0.085,0.04,0.189,13860.0
10.86,86.1,0.083,0.062,0.145,13865.80645
10.7,86.1,0.078,0.044,0.122,13801.93548
10.58,86.4,0.083,0.059,0.167,13772.90323
10.58,86.9,0.08,0.029,0.174,13784.51613
10.61,87.1,0.082,0.048,0.167,13836.77419
10.6,87.3,0.081,0.055,0.171,13941.29032
10.62,87.4,0.082,0.055,0.163,14034.19355
10.56,87.5,0.082,0.059,0.156,14481.29032
10.64,87.6,0.08,0.07,0.126,14527.74194
10.7,87.7,0.078,0.077,0.137,14620.64516
10.7,87.7,0.079,0.073,0.122,14173.54839
10.66,87.8,0.084,0.084,0.126,14028.3871
10.64,88.0,0.085,0.073,0.141,13819.35484
10.58,88.0,0.081,0.066,0.104,13674.19355
10.5,88.3,0.086,0.048,0.152,13116.77419
10.57,88.3,0.088,0.033,0.156,12025.16129
10.54,88.3,0.087,0.062,0.185,11020.64516
10.5,88.5,0.083,0.066,0.178,10399.35484
10.4,88.6,0.083,0.059,0.204,10381.93548
10.33,88.6,0.081,0.051,0.126,10184.51613
10.26,88.8,0.081,0.201,0.211,10370.32258
10.26,88.9,0.081,1.076,0.953,10527.09677
10.11,89.2,0.079,6.354,5.786,10759.35484
10.1,89.3,0.086,13.0,12.02,10962.58065
10.22,89.4,0.084,19.06,17.9,10829.03226
10.13,89.2,0.079,24.49,22.68,10718.70968
10.11,89.6,0.082,27.46,25.69,10817.41935
10.27,89.6,0.08,24.36,22.62,11165.80645
10.33,89.8,0.081,26.95,25.13,11415.48387
10.39,89.8,0.079,36.95,34.98,11566.45161
10.48,89.9,0.082,42.59,39.97,11792.90323
10.62,90.0,0.083,44.9,41.88,12141.29032
10.78,90.0,0.088,40.52,37.13,12367.74194
10.96,90.1,0.085,47.63,43.17,12536.12903
11.16,90.0,0.084,48.26,44.28,12797.41935
11.27,89.7,0.08,53.18,47.18,13302.58065
11.55,89.6,0.083,95.5,77.2,13674.19355
11.89,89.4,0.078,114.3,99.7,13883.22581
12.12,89.2,0.08,154.6,141.6,14005.16129
12.34,89.1,0.074,90.6,78.1,14190.96774
12.35,88.7,0.077,83.5,75.0,14539.35484
12.5,88.5,0.081,161.8,138.7,14835.48387
12.73,88.4,0.077,179.3,161.6,14870.32258
12.79,87.8,0.083,237.8,204.2,15032.90323
13.22,87.7,0.073,406.1,301.7,15514.83871
13.57,86.2,0.075,282.5,242.3,15932.90323
13.63,85.0,0.071,209.7,192.8,15944.51613
13.91,84.1,0.071,194.2,178.0,15892.25806
14.0,82.2,0.071,233.4,216.0,16066.45161
14.32,81.7,0.073,250.5,225.2,16211.6129
14.41,81.0,0.076,236.8,213.2,16339.35484
14.4,79.3,0.072,195.1,176.3,16304.51613
14.6,77.7,0.075,170.7,155.8,16594.83871
14.73,76.0,0.081,319.7,271.1,16612.25806
15.27,71.5,0.079,571.2,363.6,16832.90323
15.48,66.48,0.079,492.4,327.6,16873.54839
15.29,66.41,0.082,435.6,363.8,16832.90323
15.19,65.31,0.08,463.7,342.0,16978.06452
15.55,63.24,0.082,524.8,342.6,16954.83871
15.32,63.57,0.08,308.6,280.1,16920.0
15.27,63.41,0.08,487.3,304.9,16658.70968
15.72,61.14,0.08,869.0,308.9,16594.83871
15.77,58.6,0.083,445.5,277.1,16560.0
15.71,59.6,0.082,407.5,307.7,16536.77419
16.05,60.37,0.082,787.0,344.0,16554.19355
16.47,57.6,0.08,815.0,379.2,16205.80645
16.57,57.3,0.084,455.2,358.7,16124.51613
16.41,57.03,0.081,326.4,283.7,16287.09677
16.61,56.66,0.081,402.3,321.7,16176.77419
16.47,54.62,0.083,407.4,313.9,16031.6129
17.08,54.86,0.08,686.9,343.7,16043.22581
16.63,57.33,0.083,309.5,285.8,15863.22581
16.26,60.27,0.082,283.2,262.6,15990.96774
15.15,65.51,0.079,303.4,275.2,15816.77419
15.16,66.94,0.078,281.2,251.8,15747.09677
15.42,61.0,0.083,272.3,251.3,15642.58065
15.31,63.31,0.08,276.1,250.9,15747.09677
15.16,63.61,0.081,301.1,274.7,15625.16129
15.49,63.14,0.083,324.0,303.6,15381.29032
15.65,60.77,0.08,278.5,264.7,15317.41935
15.92,57.4,0.082,207.3,191.3,15323.22581
15.93,57.6,0.083,161.5,151.1,15462.58065
15.89,57.43,0.082,146.9,144.2,15572.90323
15.83,58.16,0.078,111.3,105.6,15578.70968
15.69,59.4,0.081,55.63,51.72,15764.51613
15.24,64.31,0.082,55.0,50.88,16240.64516
14.68,66.88,0.081,62.35,55.87,16925.80645
14.64,67.75,0.083,116.2,109.6,17895.48387
14.67,68.58,0.083,82.1,77.2,19718.70968
14.65,69.72,0.085,51.92,48.01,21890.32258
14.46,70.8,0.085,35.29,32.38,23818.06452
14.29,71.1,0.083,29.85,27.04,24729.67742
14.33,71.1,0.084,20.5,18.57,25083.87097
14.67,67.18,0.081,13.25,12.11,25368.3871
14.91,63.64,0.081,5.933,5.444,25136.12903
14.8,63.57,0.081,1.325,1.305,25043.22581
14.65,66.51,0.082,0.366,0.323,24880.64516
14.32,69.82,0.084,0.081,0.126,25089.67742
14.13,70.4,0.084,0.055,0.115,24869.03226
14.09,70.9,0.081,0.044,0.122,25298.70968
14.02,71.2,0.081,0.081,0.119,25484.51613
14.07,71.0,0.086,0.055,0.111,25362.58065
14.1,70.7,0.083,0.077,0.145,25275.48387
14.1,70.6,0.08,0.07,0.178,25362.58065
13.91,71.4,0.088,0.066,0.119,25310.32258
13.84,72.1,0.084,0.091,0.1,25223.22581
13.71,72.9,0.084,0.062,0.108,24979.35484
13.69,73.1,0.083,0.055,0.126,24764.51613
13.58,73.8,0.083,0.077,0.134,24323.22581
13.52,74.6,0.08,0.077,0.082,24027.09677
13.28,76.3,0.079,0.07,0.122,23492.90323
13.21,76.8,0.081,0.077,0.1,22999.35484
13.17,76.6,0.085,0.077,0.104,22778.70968
12.98,76.8,0.088,0.04,0.108,22343.22581
12.81,77.3,0.083,0.044,0.171,21687.09677
12.66,77.9,0.083,0.066,0.163,21263.22581
12.58,78.3,0.08,0.102,0.122,20763.87097
12.48,79.1,0.07,0.084,0.115,20473.54839
12.48,79.4,0.069,0.051,0.148,19997.41935
12.34,79.8,0.075,0.091,0.108,19242.58065
12.32,80.2,0.084,0.062,0.093,18487.74194
12.43,80.3,0.088,0.051,0.122,17883.87097
12.37,80.3,0.084,0.077,0.134,17268.3871
12.24,80.6,0.09,0.066,0.141,16763.22581
12.28,80.8,0.086,0.07,0.134,16583.22581
11.8,81.2,0.081,0.066,0.126,16153.54839
11.6,81.9,0.084,0.099,0.111,16014.19355
11.61,82.2,0.078,0.059,0.108,15758.70968
11.56,82.4,0.08,0.077,0.141,15427.74194
11.58,82.8,0.081,0.062,0.137,15195.48387
11.69,83.2,0.071,0.095,0.119,14957.41935
11.7,83.2,0.082,0.084,0.13,14835.48387
11.54,83.2,0.071,0.07,0.152,14591.6129
11.43,83.6,0.069,0.048,0.134,14376.77419
11.55,83.8,0.069,0.062,0.137,14330.32258
11.63,83.8,0.072,0.059,0.126,14208.3871
11.33,84.1,0.079,0.066,0.13,14086.45161
11.43,84.2,0.085,0.04,0.13,13929.67742
11.54,84.2,0.081,0.07,0.134,13883.22581
11.45,84.4,0.079,0.073,0.141,13877.41935
11.5,84.5,0.074,0.059,0.134,13918.06452
11.61,84.6,0.073,0.044,0.141,13790.32258
11.52,84.8,0.073,0.048,0.141,13738.06452
11.34,85.1,0.081,0.081,0.078,13784.51613
11.4,85.2,0.075,0.081,0.085,13807.74194
11.52,85.4,0.079,0.055,0.119,13784.51613
11.48,85.5,0.069,0.077,0.13,13801.93548
11.46,85.7,0.073,0.066,0.152,13819.35484
11.46,85.7,0.072,0.095,0.104,13941.29032
11.54,85.8,0.068,0.051,0.134,14098.06452
11.47,85.9,0.078,0.099,0.111,14103.87097
11.56,86.6,0.074,0.055,0.137,14655.48387
11.85,86.5,0.083,0.055,0.145,14707.74194
11.85,86.3,0.075,0.073,0.141,14527.74194
11.93,86.3,0.075,0.081,0.067,14202.58065
11.8,86.6,0.076,0.051,0.126,14098.06452
11.92,86.7,0.07,0.102,0.126,13883.22581
12.0,86.5,0.074,0.102,0.085,13587.09677
12.15,86.6,0.073,0.066,0.119,12872.90323
12.03,86.6,0.077,0.095,0.122,11670.96774
12.01,86.7,0.067,0.055,0.13,10620.0
12.07,86.6,0.075,0.07,0.13,10201.93548
11.97,86.9,0.073,0.07,0.159,10109.03226
12.07,87.0,0.071,0.066,0.178,10074.19355
12.06,87.1,0.078,0.099,0.163,10196.12903
12.09,87.2,0.078,0.274,0.297,10306.45161
12.05,87.2,0.083,0.86,0.868,10538.70968
11.94,87.2,0.08,2.039,1.858,10631.6129
12.06,87.1,0.081,5.058,4.577,10527.09677
12.1,86.7,0.081,6.442,5.882,10480.64516
12.13,86.5,0.078,11.28,10.37,10590.96774
12.15,86.2,0.081,15.96,14.71,10945.16129
12.14,86.0,0.083,15.5,14.34,11171.6129
12.2,86.2,0.082,24.73,22.76,11432.90323
12.36,85.6,0.078,24.06,22.22,11670.96774
12.43,84.9,0.077,17.33,15.91,11996.12903
12.43,84.6,0.072,24.87,22.9,12356.12903
12.31,85.1,0.073,73.9,69.72,12536.12903
12.47,85.3,0.082,83.3,78.4,12675.48387
12.77,84.6,0.084,65.4,60.55,12954.19355
12.85,84.4,0.086,73.3,66.79,13401.29032
13.05,84.0,0.08,109.6,99.8,13511.6129
13.14,83.7,0.078,162.2,153.5,13680.0
13.53,83.6,0.078,178.0,167.5,15137.41935
14.04,80.4,0.078,143.6,133.3,15636.77419
14.68,74.8,0.078,134.9,124.5,16014.19355
14.63,74.8,0.073,175.9,148.7,16141.93548
14.58,76.3,0.075,290.1,199.7,16333.54839
14.98,76.3,0.078,278.2,205.9,16577.41935
15.99,58.2,0.081,270.0,177.0,16769.03226
16.82,54.96,0.08,754.0,147.0,16792.25806
17.17,55.19,0.083,712.0,128.4,17088.3871
17.38,50.28,0.08,815.0,178.7,16943.22581
17.43,51.35,0.082,711.0,199.7,17053.54839
17.62,51.05,0.081,820.0,230.8,17059.35484
17.9,50.28,0.081,837.0,296.7,17181.29032
18.05,50.88,0.084,471.5,243.9,17297.41935
18.03,56.56,0.079,756.0,214.3,17384.51613
17.77,62.07,0.072,860.0,310.8,17396.12903
17.12,63.84,0.073,565.3,311.1,17500.64516
16.9,66.58,0.077,488.4,299.5,17454.19355
17.0,66.88,0.079,699.2,310.9,17581.93548
17.5,61.87,0.082,362.6,260.4,17750.32258
17.46,60.27,0.085,719.0,346.7,17605.16129
18.25,57.3,0.084,998.0,311.3,17332.25806
18.38,59.53,0.082,423.8,286.8,17204.51613
17.71,57.93,0.085,532.4,336.4,17204.51613
17.8,56.39,0.083,260.6,244.7,17268.3871
17.58,57.56,0.082,364.5,289.2,17030.32258
17.28,58.36,0.081,315.4,264.5,16890.96774
17.5,57.4,0.082,554.7,336.3,16890.96774
17.57,57.56,0.082,237.8,204.4,16972.25806
17.37,59.17,0.083,164.7,159.8,16867.74194
17.16,62.04,0.081,296.3,243.6,16560.0
17.07,64.61,0.083,195.1,174.6,16641.29032
16.65,65.94,0.083,134.9,123.5,16519.35484
16.29,69.01,0.083,136.3,128.4,16513.54839
15.68,72.1,0.082,136.6,130.3,15601.93548
15.39,74.3,0.081,124.0,119.1,15352.25806
15.29,75.1,0.081,144.3,137.2,15178.06452
15.61,74.8,0.079,229.5,216.0,15189.67742
15.91,71.1,0.081,195.8,178.5,15125.80645
16.1,66.81,0.083,173.6,156.0,15090.96774
16.19,64.91,0.084,156.9,142.2,15015.48387
16.41,64.67,0.086,172.3,160.2,15021.29032
16.66,64.71,0.085,144.9,127.3,15120.0
16.79,64.84,0.084,150.1,142.2,14992.25806
16.86,64.67,0.082,126.3,119.2,15247.74194
16.91,64.64,0.09,110.6,103.2,15462.58065
16.88,64.91,0.084,70.5,68.23,15781.93548
16.78,64.94,0.081,22.93,21.86,16525.16129
16.74,65.78,0.083,34.45,32.57,17518.06452
16.57,68.71,0.075,51.11,44.8,19103.22581
16.11,68.28,0.085,49.78,47.13,21582.58065
16.16,67.41,0.079,45.86,44.22,23760.0
16.34,68.74,0.08,26.48,25.74,24497.41935
15.96,74.0,0.079,12.25,11.95,24630.96774
15.29,77.0,0.075,6.002,5.841,24810.96774
14.87,78.2,0.071,3.795,3.497,24903.87097
14.59,79.0,0.084,1.684,1.643,24770.32258
14.39,79.1,0.084,0.399,0.486,24648.3871
14.53,80.6,0.081,0.113,0.197,24776.12903
14.22,80.1,0.084,0.073,0.174,24538.06452
14.04,79.7,0.085,0.066,0.163,25043.22581
14.01,79.7,0.081,0.073,0.215,25147.74194
14.06,79.5,0.083,0.073,0.13,25066.45161
14.08,79.2,0.083,0.055,0.156,25217.41935
14.07,79.2,0.082,0.073,0.197,24985.16129
14.08,79.1,0.082,0.077,0.174,24398.70968
14.07,79.2,0.081,0.062,0.189,24241.93548
13.97,79.5,0.079,0.084,0.126,23992.25806
13.85,79.8,0.083,0.077,0.171,23945.80645
13.77,80.4,0.08,0.051,0.122,23730.96774
13.58,80.7,0.083,0.055,0.141,23545.16129
13.59,80.7,0.083,0.066,0.134,22952.90323
13.64,80.6,0.081,0.077,0.108,22610.32258
13.28,81.1,0.084,0.051,0.23,22366.45161
13.16,81.3,0.083,0.044,0.185,22093.54839
13.04,82.1,0.076,0.07,0.152,21768.3871
12.87,82.4,0.074,0.07,0.148,21356.12903
12.85,82.9,0.085,0.044,0.178,21147.09677
12.87,83.4,0.074,0.026,0.152,20578.06452
12.55,83.6,0.067,0.066,0.13,19921.93548
12.17,84.2,0.076,0.088,0.13,19323.87097
12.04,84.8,0.069,0.084,0.189,18876.77419
12.04,85.0,0.07,0.088,0.13,18621.29032
11.73,85.1,0.07,0.066,0.141,17796.77419
11.46,85.8,0.068,0.088,0.167,17169.67742
11.45,86.2,0.074,0.07,0.145,16780.64516
11.46,86.4,0.072,0.04,0.189,16316.12903
11.24,86.8,0.071,0.07,0.141,16008.3871
11.22,87.1,0.07,0.055,0.141,15567.09677
11.14,87.2,0.069,0.07,0.178,15363.87097
11.08,87.3,0.069,0.084,0.122,15207.09677
10.92,87.5,0.072,0.066,0.163,14963.22581
10.97,87.6,0.062,0.088,0.152,14823.87097
11.13,88.0,0.085,0.07,0.159,14504.51613
11.26,87.8,0.084,0.066,0.134,14318.70968
10.94,87.7,0.082,0.048,0.178,14040.0
10.65,88.1,0.082,0.044,0.122,14051.6129
10.57,88.3,0.084,0.095,0.163,13987.74194
10.56,88.4,0.082,0.051,0.148,13761.29032
10.36,88.4,0.082,0.084,0.148,13680.0
10.16,88.9,0.08,0.037,0.174,13656.77419
10.27,88.9,0.078,0.066,0.171,13772.90323
10.29,89.0,0.079,0.084,0.152,13441.93548
10.25,89.1,0.081,0.099,0.159,13430.32258
10.04,89.2,0.081,0.077,0.182,13459.35484
9.9,89.4,0.08,0.051,0.163,13366.45161
9.88,89.5,0.08,0.081,0.152,13389.67742
9.85,89.6,0.079,0.073,0.122,13366.45161
9.84,89.7,0.076,0.044,0.126,13256.12903
9.78,89.7,0.08,0.062,0.174,13436.12903
9.64,89.9,0.081,0.059,0.145,13639.35484
9.68,90.2,0.082,0.07,0.145,13842.58065
9.48,90.1,0.084,0.088,0.159,14382.58065
9.52,90.3,0.082,0.051,0.171,14220.0
9.46,90.0,0.082,0.059,0.167,14005.16129
9.37,90.4,0.084,0.088,0.137,13796.12903
9.45,90.3,0.082,0.084,0.115,13558.06452
9.48,90.5,0.084,0.106,0.111,13372.25806
9.51,90.4,0.082,0.044,0.185,13110.96774
9.53,90.5,0.08,0.051,0.174,12472.25806
9.61,90.6,0.079,0.059,0.141,11258.70968
9.69,90.5,0.082,0.059,0.2,10376.12903
9.68,90.3,0.083,0.051,0.126,9946.451613
9.59,90.3,0.084,0.081,0.134,9963.870968
9.61,90.5,0.08,0.077,0.111,9940.645161
9.7,90.5,0.081,0.234,0.319,10126.45161
9.72,90.5,0.083,0.97,1.009,10422.58065
9.73,90.6,0.085,4.322,4.069,10579.35484
9.76,90.6,0.083,12.52,11.52,10654.83871
9.85,90.7,0.082,21.25,19.27,10474.83871
9.88,90.6,0.082,26.39,23.49,10376.12903
9.81,90.4,0.084,27.99,24.66,10573.54839
9.76,90.6,0.082,44.49,38.44,10997.41935
9.9,90.6,0.082,58.03,51.44,11136.77419
9.77,90.4,0.082,76.0,69.02,11264.51613
9.83,90.5,0.081,99.0,88.4,11682.58065
9.86,90.6,0.081,121.7,108.2,11891.6129
10.02,90.6,0.083,149.5,133.8,12112.25806
9.99,90.5,0.084,228.3,203.9,12269.03226
10.19,90.7,0.084,366.8,326.8,12629.03226
10.49,90.6,0.09,392.8,346.4,12774.19355
10.84,90.4,0.087,363.2,304.3,13337.41935
11.15,89.8,0.083,366.2,275.3,13552.25806
11.62,90.3,0.088,467.4,264.8,13883.22581
12.12,89.6,0.084,563.7,216.7,14045.80645
12.58,89.3,0.081,577.9,158.5,14446.45161
13.11,89.2,0.083,598.5,144.9,14655.48387
13.47,88.2,0.086,584.0,149.0,14760.0
13.9,88.7,0.084,393.7,203.9,15137.41935
14.09,86.9,0.084,259.3,202.0,15549.67742
14.47,86.6,0.084,359.6,219.6,15694.83871
14.95,86.2,0.083,346.7,210.8,15834.19355
15.3,83.8,0.07,619.4,240.3,15967.74194
15.75,78.9,0.071,385.5,326.3,16124.51613
15.94,75.0,0.072,376.7,282.4,16246.45161
16.26,72.7,0.073,495.5,344.7,16107.09677
16.56,70.1,0.073,403.2,323.3,16275.48387
16.74,69.38,0.073,668.3,320.2,16339.35484
16.94,68.61,0.074,738.0,215.3,16472.90323
17.31,68.81,0.074,865.0,227.1,16565.80645
17.13,68.28,0.075,756.0,177.8,16740.0
17.16,70.2,0.073,756.0,212.3,16420.64516
17.27,70.3,0.077,806.0,203.9,16565.80645
17.78,70.1,0.075,808.0,240.1,16525.16129
17.43,71.1,0.073,577.6,343.2,16484.51613
17.49,71.7,0.072,542.2,393.4,16339.35484
17.44,71.4,0.073,698.1,403.2,16304.51613
17.14,73.2,0.071,188.9,176.9,16194.19355
16.7,74.7,0.073,85.8,81.6,16136.12903
16.39,76.2,0.07,48.75,45.11,16072.25806
16.06,77.8,0.093,47.67,43.51,15932.90323
15.9,79.2,0.078,144.3,133.7,16089.67742
15.86,80.4,0.082,244.5,218.4,15921.29032
15.8,81.2,0.076,125.2,111.9,15915.48387
15.4,83.3,0.073,242.1,204.2,15892.25806
15.12,83.8,0.07,164.9,145.6,15869.03226
15.17,84.5,0.067,114.6,109.9,15764.51613
14.94,84.5,0.067,82.4,77.7,15752.90323
14.78,85.1,0.075,128.2,119.1,15636.77419
14.9,85.0,0.077,153.2,134.2,15625.16129
15.1,84.6,0.074,120.8,104.8,15578.70968
15.24,84.4,0.073,99.5,84.8,15601.93548
15.21,83.6,0.077,101.7,91.7,15410.32258
15.6,80.3,0.083,137.8,124.7,15369.67742
15.81,77.7,0.082,200.5,190.5,15276.77419
16.09,75.7,0.079,199.5,189.4,15358.06452
16.39,74.1,0.083,187.9,179.5,15514.83871
16.66,72.5,0.083,231.4,227.1,15805.16129
16.74,64.99,0.081,153.1,146.9,15857.41935
16.8,65.22,0.08,244.6,244.2,16246.45161
16.72,65.35,0.081,117.0,113.0,16850.32258
16.77,66.56,0.08,126.6,164.8,17471.6129
16.83,66.02,0.082,155.3,162.9,18272.90323
16.63,66.82,0.08,96.7,91.4,19474.83871
16.36,68.02,0.083,54.94,51.3,21588.3871
16.21,68.96,0.08,31.01,29.04,23876.12903
16.09,69.73,0.082,31.86,29.08,24578.70968
15.99,70.6,0.082,20.83,19.25,24996.77419
15.89,71.6,0.083,10.65,10.38,25234.83871
15.77,71.8,0.084,3.18,3.041,25141.93548
