Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone3
14.49,65.34,4.916,0.044,0.122,10916.12903
21.31,78.1,4.916,74.5,54.88,18733.1307
22.94,69.56,0.071,827.0,113.8,15484.06154
22.34,85.4,0.276,0.077,0.078,19551.05209
21.0,44.41,0.08,42.24,35.53,28167.87692
19.21,82.2,0.094,16.4,13.63,10276.96049
20.57,83.8,0.28,0.062,0.115,16097.40552
20.61,64.83,0.082,451.3,306.6,18307.93846
22.42,43.15,4.918,0.102,0.104,12696.71093
15.16,89.2,0.069,0.055,0.1,16581.81818
17.76,52.69,0.078,0.04,0.074,9871.807229
20.69,82.2,0.074,0.062,0.13,14980.66869
16.45,80.9,4.918,15.91,12.82,12132.14575
15.02,88.0,0.069,0.048,0.122,17134.54545
19.92,51.89,0.084,139.4,150.8,24093.09091
15.42,51.62,4.927,53.13,61.77,13289.63855
9.17,59.77,0.082,0.051,0.104,13839.03614
19.15,67.03,0.069,0.07,0.137,26059.91903
17.97,92.8,0.064,0.102,0.174,9477.446809
22.29,78.1,4.92,582.9,431.3,15046.89231
22.63,78.9,0.229,0.091,0.104,13814.58631
18.47,60.15,0.075,418.9,137.5,15961.93548
20.18,85.0,4.918,448.1,404.4,12149.63563
19.43,65.12,0.286,0.08,0.104,9807.885598
12.05,63.34,0.086,202.4,76.8,15799.51807
20.55,53.32,4.921,13.62,8.34,10337.40552
24.42,61.35,0.056,628.0,35.4,20535.13846
14.3,90.3,0.068,9.72,11.04,12480.0
29.04,43.88,4.92,780.0,39.69,16329.02821
18.03,72.8,0.083,454.5,476.2,10560.0
20.14,79.2,4.918,0.026,0.152,13971.06383
16.82,54.49,4.918,0.102,0.037,16273.73494
11.4,85.8,0.069,0.048,0.119,19207.74194
24.35,46.84,0.079,236.0,217.6,17023.48178
12.97,45.54,0.086,0.04,0.119,14521.44578
10.19,89.2,0.079,0.073,0.141,10167.09677
10.72,83.4,0.072,0.037,0.141,13929.67742
15.9,64.12,4.918,0.051,0.108,14457.83133
19.51,46.33,0.086,0.095,0.082,16719.03614
18.84,90.2,4.921,0.077,0.096,21425.10121
31.2,19.24,4.925,609.9,73.5,13338.01839
20.7,43.69,4.909,89.4,79.1,14854.42006
19.35,79.1,0.075,0.625,0.652,19494.93976
21.75,72.1,4.923,688.8,97.5,17227.53036
28.85,65.37,4.903,877.0,85.9,29420.58577
17.83,68.19,0.08,365.6,345.5,12767.61134
25.58,77.4,4.904,0.11,0.085,20819.05956
21.63,73.9,0.09,11.37,9.51,18960.72948
21.91,82.4,0.235,0.073,0.096,13591.01124
19.11,69.95,0.075,0.066,0.145,10499.75709
16.54,40.59,0.085,656.9,72.0,17743.11558
24.84,55.85,4.919,599.7,58.35,13261.53218
33.39,22.91,4.918,852.0,62.52,28064.93724
25.46,54.04,0.068,830.0,82.8,17070.12146
18.57,86.0,0.071,0.062,0.085,8648.753799
13.7,41.89,0.076,390.7,37.55,9726.770708
20.89,79.9,0.34,0.069,0.141,8254.627171
28.12,41.15,4.909,848.0,57.33,26561.00313
24.05,63.89,4.924,392.0,92.5,13591.01124
16.9,63.75,0.076,738.0,64.42,16757.41935
20.56,75.9,0.07,0.135,0.122,14872.47649
24.88,88.7,4.923,0.102,0.1,30328.77743
22.48,67.8,0.071,40.93,21.15,17904.43769
22.08,90.0,0.318,0.091,0.133,12049.51992
15.2,78.3,0.08,0.037,0.107,17152.77108
19.69,85.0,4.915,0.077,0.119,10072.64556
13.5,61.24,4.922,0.066,0.122,24822.99497
15.77,37.54,4.923,528.2,35.09,10513.73494
14.79,70.5,0.072,76.1,69.31,19328.0
13.77,82.9,0.083,200.6,191.9,11887.28745
8.95,63.41,0.082,0.059,0.096,14463.61446
23.62,59.52,4.924,721.0,74.8,11678.85598
19.3,77.9,4.925,0.069,0.089,21576.68016
18.96,63.56,0.116,0.066,0.107,11245.71429
15.24,86.3,0.073,0.059,0.104,11246.54545
36.65,21.71,4.917,806.0,71.3,28239.66527
29.7,66.56,4.908,465.0,292.1,28174.04389
16.51,88.8,0.087,84.1,71.0,11496.65653
11.33,62.76,0.083,21.01,18.89,25647.09677
28.56,41.45,4.903,296.3,204.0,26302.19436
34.21,21.61,4.917,867.0,65.63,28498.74477
20.82,81.6,0.068,5.131,4.065,11951.26154
16.71,70.8,0.079,0.044,0.148,14837.24696
10.94,82.3,0.086,345.9,113.0,9669.147659
16.99,82.0,4.912,0.048,0.148,9360.729483
11.98,71.6,0.089,0.062,0.126,26186.0241
15.07,40.17,3.725,555.6,610.8,17083.37349
23.66,62.52,4.919,0.091,0.085,10066.8693
12.84,75.6,0.077,103.9,97.4,12745.16129
7.23,64.51,0.088,0.044,0.1,16978.97487
18.27,67.31,0.073,0.091,0.048,19732.04819
21.02,80.4,0.068,0.187,0.122,27033.52227
18.91,90.2,0.068,0.055,0.163,18148.43077
23.06,78.1,0.271,0.051,0.111,22457.52809
8.25,88.9,0.072,0.059,0.148,20915.45729
19.59,58.06,4.921,388.8,51.42,12337.02128
14.49,89.5,0.072,37.79,34.92,15232.0
22.13,67.2,4.905,0.066,0.115,22925.52301
11.24,90.2,0.085,0.055,0.171,14651.8191
26.72,31.9,0.077,802.0,324.0,17804.69636
17.58,65.99,0.082,57.96,66.93,24793.54839
7.24,88.2,0.084,7.22,6.638,10910.32258
19.84,82.8,4.916,0.055,0.133,14107.56923
11.59,61.67,0.085,354.0,359.2,17280.0
16.85,86.1,4.921,0.077,0.133,12943.82022
17.68,55.31,0.087,606.0,74.1,16347.9799
34.9,19.51,4.905,296.1,272.4,27734.67085
21.24,79.2,0.069,356.2,334.5,11100.55385
22.62,69.67,0.091,408.0,98.6,12908.93617
9.87,87.4,4.926,0.022,0.141,7720.481928
11.66,56.38,0.09,0.066,0.048,10935.90361
23.51,71.7,4.906,419.2,382.1,20870.96234
18.59,58.18,0.083,463.9,34.11,9968.787515
26.05,57.35,0.262,419.2,160.6,13020.30644
21.37,46.08,4.923,0.179,0.163,20349.66565
25.53,54.22,4.922,0.091,0.07,16785.78141
16.37,68.13,4.92,73.4,58.78,10382.00608
23.72,56.65,0.07,902.0,37.92,16901.90769
8.8,88.3,0.083,0.04,0.119,13935.48387
12.64,72.8,0.084,0.051,0.145,19049.63855
15.65,83.4,0.072,0.033,0.108,27368.72727
9.23,69.22,0.08,0.059,0.137,13772.90323
17.43,63.7,0.079,366.7,339.7,14481.45455
22.56,78.7,4.92,8.79,7.37,32510.03077
13.67,73.2,0.071,19.59,18.7,25506.09045
12.85,53.14,0.079,0.062,0.108,15298.91957
10.62,89.6,0.073,0.033,0.093,18894.19355
17.25,65.92,4.921,0.059,0.115,10912.77108
11.66,81.6,0.078,4.798,4.647,12659.27711
11.55,61.54,0.085,140.7,144.9,18106.98795
10.22,86.3,0.085,66.63,61.99,13191.3253
18.4,62.4,0.082,50.89,51.8,8879.711885
9.41,47.28,0.087,541.8,581.6,16625.84925
19.43,74.9,0.073,0.055,0.082,13810.12048
15.88,68.42,0.075,140.1,128.5,9115.966387
18.64,73.1,0.079,0.022,0.119,24491.6129
20.73,83.1,0.066,0.062,0.107,25970.21538
18.55,93.0,0.087,0.106,0.111,9500.790274
26.18,68.62,4.921,432.6,45.88,13538.05924
20.49,71.5,0.082,125.7,107.2,11280.72948
18.85,61.52,0.08,0.044,0.111,17799.87692
26.04,33.73,0.072,370.2,394.0,16265.58704
12.54,77.4,0.079,141.2,127.9,16867.74194
20.44,64.04,0.088,0.04,0.115,11006.44377
20.89,62.71,0.069,483.4,70.3,16400.96386
24.55,60.32,4.906,0.084,0.1,36355.48117
14.56,67.25,0.077,0.651,0.716,25430.83417
15.41,67.09,0.071,350.1,335.8,16002.58065
24.6,58.79,4.92,506.3,36.46,14866.45768
23.57,56.29,4.923,0.091,0.096,22901.5674
16.28,51.65,0.082,580.9,244.3,15960.1206
17.21,80.8,0.089,1.16,1.168,28898.90909
14.52,64.41,0.08,0.07,0.108,20408.6747
16.53,63.65,0.083,29.95,28.79,10412.48499
13.18,85.1,0.085,0.055,0.178,11628.33133
8.05,65.74,4.913,407.2,432.1,15932.53012
10.67,60.45,4.923,0.059,0.108,14275.53769
13.93,74.2,0.083,193.1,183.0,15822.58065
16.09,71.1,0.072,73.1,60.85,10210.80432
28.75,34.55,4.903,852.0,78.8,27313.35423
11.72,90.7,0.079,0.029,0.122,15212.90323
18.93,60.38,0.08,290.5,324.8,15561.29032
12.79,66.96,0.084,0.04,0.197,10900.58291
8.26,50.25,0.096,0.055,0.082,16602.69347
12.18,78.7,0.074,0.055,0.044,15695.42169
23.17,81.3,4.917,81.0,69.95,14320.57201
13.55,84.8,0.075,0.062,0.159,13920.0
9.21,78.5,0.084,0.088,0.134,16863.61446
21.99,71.0,0.07,604.5,220.1,18367.01538
16.69,91.6,0.084,192.4,173.1,11974.73684
14.81,87.6,0.069,0.051,0.145,15709.09091
15.86,86.4,0.077,81.6,71.3,18688.0
12.46,76.7,0.078,0.059,0.13,25320.84422
13.12,55.13,4.916,541.2,591.5,16643.85542
24.28,93.5,4.925,40.02,30.92,18616.17555
13.0,73.1,4.916,14.72,14.76,25587.13568
19.24,91.9,0.073,0.073,0.111,11560.85106
22.11,63.95,4.926,0.099,0.052,19573.49544
18.25,86.9,4.913,2.648,2.376,11345.10121
26.67,35.26,0.19,615.4,655.0,17349.95951
15.12,86.6,0.073,0.04,0.093,10276.62651
22.98,31.58,4.918,712.0,99.2,16438.06452
26.83,84.7,4.903,0.084,0.17,36714.73354
13.9,78.5,0.073,43.47,38.98,17693.09091
14.51,89.2,0.069,0.102,0.141,15790.54545
15.08,74.6,0.071,340.8,322.4,16548.3871
17.1,48.88,4.918,548.7,38.42,17418.79518
15.23,73.5,0.074,0.051,0.108,16075.63636
24.34,82.5,4.921,0.073,0.133,30462.92887
28.11,73.9,4.904,0.113,0.07,37292.53918
14.97,87.6,0.073,0.055,0.115,10282.40964
23.84,85.8,0.289,291.9,185.1,16244.49438
7.63,86.5,0.091,0.044,0.108,14191.80723
10.18,81.3,0.08,0.04,0.111,14301.29032
25.3,57.98,0.066,0.391,0.307,39411.15987
17.94,74.7,0.072,11.1,10.35,28340.36364
20.2,58.82,0.283,127.5,119.1,10808.08989
24.08,55.24,0.078,6.203,5.366,27138.46154
24.42,46.51,0.081,668.1,192.5,19241.35385
15.38,58.02,0.074,302.9,121.3,16210.12048
24.81,63.71,4.917,475.0,444.3,17108.67692
23.01,73.5,4.922,350.8,234.6,13873.42186
11.55,63.56,4.919,251.7,30.92,8906.024096
13.18,44.64,4.914,129.2,160.9,19913.96985
17.03,68.55,0.083,0.029,0.1,16383.61446
14.84,71.6,0.073,0.069,0.13,15169.55466
21.22,68.85,4.923,0.095,0.107,23972.79352
20.28,67.81,0.084,0.077,0.1,25436.11336
34.89,37.45,4.907,708.0,156.5,27578.18182
11.83,83.3,4.915,0.081,0.152,10512.72362
14.69,87.0,0.083,0.037,0.108,15604.36364
14.51,50.87,0.081,0.037,0.108,18802.49246
14.89,84.8,0.072,0.051,0.108,27845.81818
26.04,54.48,4.922,226.1,193.0,13334.95441
18.35,69.03,0.075,271.7,259.3,17297.45455
26.62,43.91,4.923,659.5,67.5,13393.31307
14.28,44.09,0.078,284.6,108.1,9260.02401
15.56,86.1,0.075,0.037,0.197,13294.54545
21.71,78.8,4.919,0.051,0.159,19561.12853
13.15,82.5,0.068,0.026,0.148,17890.90909
13.52,62.08,4.921,0.055,0.096,14449.20603
15.42,78.4,0.083,0.048,0.141,15725.33013
24.03,93.3,4.927,41.55,31.22,14041.88088
15.76,55.71,0.081,0.062,0.159,16307.45729
23.54,71.6,0.067,665.4,70.3,20440.61538
22.68,84.6,0.282,0.069,0.152,17338.83555
11.24,87.5,0.066,0.088,0.148,15480.0
22.24,71.1,4.91,0.091,0.078,28830.09404
14.15,54.87,0.081,129.6,131.9,11006.0024
17.22,84.2,0.069,3.358,2.854,11444.21053
17.4,75.6,0.076,83.9,74.8,26280.72727
23.72,74.1,0.309,73.4,56.48,17491.80797
16.2,70.8,0.081,0.077,0.13,25734.19355
17.01,81.6,0.07,0.062,0.082,16904.09639
21.07,55.65,0.283,0.084,0.085,15709.09091
23.53,61.49,0.082,60.6,52.77,13165.71429
20.93,59.52,0.071,760.0,117.7,17682.26721
13.96,75.3,0.072,74.8,74.4,17141.06533
20.72,83.8,0.081,140.9,112.4,12395.37994
12.51,78.5,4.917,0.055,0.141,7006.962785
14.39,79.1,0.084,0.399,0.486,24648.3871
27.07,33.98,4.906,0.08,0.144,30426.77824
10.49,84.2,0.082,0.04,0.133,11732.05282
21.5,65.42,0.075,434.2,431.4,12199.38462
21.26,66.2,0.08,0.04,0.13,19100.79027
19.58,66.23,0.072,134.1,142.8,17303.22581
21.38,60.82,0.27,0.073,0.141,16391.58325
13.03,66.62,0.074,0.07,0.085,24879.03614
23.47,48.8,4.912,0.212,0.226,29721.6
17.9,78.3,0.074,0.11,0.063,17430.36145
24.79,43.04,4.92,881.0,54.13,18903.27273
25.51,58.72,0.311,751.0,72.6,16238.61083
13.0,88.1,4.91,0.04,0.111,14220.0
19.12,85.7,4.921,0.051,0.145,26059.91903
21.38,47.73,0.079,541.6,191.9,10930.12048
27.28,69.35,4.917,785.0,109.0,24648.70293
22.34,74.6,4.916,0.066,0.141,22112.49231
19.97,73.4,0.074,38.04,33.84,9413.25228
24.89,48.12,4.914,0.073,0.119,20129.87448
20.96,78.9,4.917,0.059,0.119,18756.47416
22.07,76.7,4.916,558.9,79.2,12161.30746
17.94,76.1,0.077,0.062,0.082,9273.191489
15.36,57.72,0.075,324.6,79.5,16372.04819
20.78,67.36,4.927,805.0,621.0,18002.91498
13.17,77.3,0.077,0.04,0.141,25029.39759
24.3,38.18,4.923,0.091,0.078,13614.54545
22.9,76.1,4.977,163.5,69.4,14379.40756
16.01,83.8,0.07,375.3,338.1,19170.90909
26.28,45.62,4.918,131.5,84.8,13831.00304
19.17,84.2,4.919,0.051,0.122,19769.39271
19.46,85.0,0.069,0.044,0.148,11658.79518
20.57,78.2,4.912,0.102,0.119,20283.38558
21.29,43.94,4.917,738.0,49.43,14528.25911
28.51,64.59,4.904,149.5,122.6,28938.4326
10.33,73.5,0.084,0.055,0.111,21964.33735
18.82,52.79,0.082,459.9,41.09,9744.578313
11.36,87.0,4.918,2.816,2.572,12572.53012
28.94,49.62,4.911,3.963,3.294,44254.39331
11.31,66.18,4.917,0.059,0.111,14206.07035
18.84,75.1,0.082,378.2,282.2,17605.81818
12.14,83.0,0.081,77.6,44.41,12393.25301
21.58,69.9,4.919,861.0,103.8,17554.0081
20.3,68.15,4.925,582.5,122.4,12261.15502
8.57,92.8,0.081,0.077,0.111,9945.738295
11.96,72.1,0.081,0.048,0.137,25390.31156
25.71,83.4,4.922,333.9,261.0,19320.37618
26.06,39.11,0.083,711.0,773.0,17442.58065
18.32,70.1,0.083,0.073,0.07,19789.87952
25.31,91.1,4.91,0.073,0.13,21541.31661
12.74,59.01,4.921,232.6,230.9,11903.22581
22.37,58.39,4.911,153.6,134.9,20461.25523
11.22,72.5,0.082,56.94,56.06,12602.53266
16.73,73.5,4.912,0.022,0.119,14822.16867
16.37,67.56,0.074,0.07,0.156,9127.490996
19.79,74.7,0.068,0.044,0.1,17337.83133
13.43,89.3,0.071,0.022,0.167,14929.45455
16.22,73.4,0.074,145.6,136.9,18507.63636
23.07,69.32,0.069,906.0,66.85,18851.44615
32.45,13.54,4.922,768.0,242.0,17565.66802
20.95,49.98,0.082,369.3,222.7,14597.81818
23.73,59.55,4.908,0.106,0.093,37936.55172
23.87,59.02,0.069,922.0,37.14,17593.10769
24.01,83.6,4.918,282.3,104.3,17334.16928
22.54,79.5,4.907,0.088,0.13,16695.56485
26.5,54.28,4.925,647.0,210.0,24761.37931
19.52,72.6,0.071,0.04,0.145,17621.20482
13.5,82.7,0.072,0.04,0.152,15358.06452
16.12,72.8,0.071,0.033,0.122,15684.994
26.67,71.4,4.922,454.4,279.9,25582.59414
18.59,86.8,0.07,0.048,0.159,15507.69231
18.77,61.52,0.079,0.04,0.145,24552.36923
17.13,55.91,0.084,0.077,0.093,11213.44538
25.41,57.71,0.07,1.879,1.533,39778.30721
25.09,61.72,4.926,165.8,140.3,13200.72948
26.26,84.5,4.912,113.7,89.2,22438.11912
24.84,45.22,4.916,0.073,0.107,13901.03343
18.06,72.4,4.918,0.055,0.137,14036.67692
26.56,70.9,4.912,743.0,102.1,27209.37238
10.88,69.57,4.922,0.044,0.078,15909.39759
13.68,83.3,4.91,335.0,112.7,13256.12903
28.57,34.42,4.919,724.0,47.31,20659.2
10.41,57.29,4.921,0.033,0.156,24834.57286
14.56,61.78,0.077,0.044,0.104,14223.43719
23.75,67.59,0.069,816.0,52.14,20003.44615
16.21,62.05,0.081,7.35,7.59,6678.511405
22.38,43.24,0.08,568.6,284.6,17463.13846
20.55,78.3,4.915,0.073,0.111,8131.072523
16.17,60.77,0.076,331.3,193.8,10366.38655
21.95,80.6,4.913,0.08,0.144,16870.29289
18.5,77.7,4.916,207.6,193.0,13257.32794
19.79,81.7,0.067,0.04,0.144,11421.68675
14.22,50.1,0.093,3.832,3.924,16145.97839
26.32,40.78,4.904,0.084,0.093,19856.05016
13.5,70.8,0.083,0.037,0.156,14026.61307
20.93,77.5,4.924,11.79,10.27,18715.6231
13.91,69.25,0.083,92.4,92.7,11161.58463
22.58,87.2,0.292,0.091,0.115,14426.476
13.27,69.52,0.081,75.2,69.83,16455.48387
16.3,73.4,0.081,0.037,0.107,15326.96356
27.16,82.1,4.909,0.084,0.137,38911.59875
13.79,86.2,0.085,0.059,0.093,12179.27711
20.2,78.9,4.916,0.059,0.137,16579.69605
5.951,82.6,4.917,0.102,0.163,6989.67587
14.55,67.78,0.087,454.8,88.5,17268.43373
26.32,32.54,0.081,464.3,491.3,16751.6129
15.32,65.52,0.08,0.059,0.111,14947.05528
21.48,63.53,4.923,527.9,515.8,14977.16599
10.59,80.6,0.076,0.055,0.185,25181.90955
26.23,64.05,4.904,0.132,0.044,34975.29781
12.87,49.78,0.087,128.1,165.2,20576.38554
15.76,90.9,0.067,0.048,0.126,15755.63636
14.65,69.85,0.295,0.04,0.082,15961.44578
24.8,85.6,4.914,0.091,0.144,35795.14644
13.35,76.8,0.083,0.048,0.13,15819.63636
8.96,69.71,0.082,0.073,0.141,9571.188475
17.77,84.8,4.914,37.42,28.97,8637.082067
20.3,73.5,0.076,0.059,0.189,15047.12551
13.6,73.2,0.073,1.735,1.936,10559.03518
22.06,66.79,0.282,0.095,0.137,21274.93361
20.16,56.42,4.925,529.7,332.1,18428.50202
21.31,82.6,4.914,315.6,91.1,12043.63636
21.15,77.1,4.926,746.0,592.5,14429.1498
11.34,69.67,4.915,0.048,0.122,15093.9759
17.57,57.56,0.082,237.8,204.4,16972.25806
20.04,72.7,0.073,0.066,0.115,10644.62006
16.34,54.44,0.077,109.0,136.7,13310.92437
15.61,76.2,0.069,0.066,0.052,19830.36145
25.08,88.1,4.922,0.077,0.141,36798.99687
15.93,64.09,0.076,414.6,128.4,16441.44578
21.56,70.2,4.926,637.8,592.3,16755.30364
25.67,32.49,0.073,182.5,203.2,25834.33846
19.96,69.47,4.928,725.0,729.0,16662.02429
38.99,11.34,0.07,509.7,97.9,29794.14226
17.43,82.2,4.918,54.68,45.86,12184.61538
17.33,70.4,4.921,0.099,0.122,12872.86154
28.79,46.08,0.069,283.8,298.1,27891.15987
27.04,63.55,0.335,639.3,113.0,16332.7477
14.15,73.2,0.083,264.9,251.8,13364.36364
16.6,57.14,0.085,5.995,5.93,15183.67347
14.36,66.76,0.074,516.2,221.1,15085.16129
22.98,50.72,0.071,803.0,55.27,16627.04453
14.41,81.0,0.076,236.8,213.2,16339.35484
22.67,71.9,0.073,793.0,395.0,15472.24615
14.52,86.1,4.91,0.026,0.104,14150.32258
25.14,54.05,4.924,0.099,0.048,16544.55567
21.05,60.77,4.916,331.0,351.9,15630.96774
22.63,86.2,4.914,0.066,0.115,28959.50769
16.36,68.31,4.92,0.055,0.115,25269.67742
16.93,65.72,4.923,0.084,0.096,17623.96761
21.97,75.9,4.917,0.08,0.093,21013.66154
18.12,69.93,0.074,94.1,83.7,17239.27273
10.68,46.11,0.085,0.062,0.104,13991.8794
13.69,45.06,0.079,416.8,39.5,9669.147659
16.33,86.3,0.072,69.47,59.16,19095.27273
17.98,81.0,0.075,0.077,0.093,17366.74699
20.05,83.3,4.919,0.088,0.107,16903.4525
21.69,78.7,4.916,0.073,0.115,18796.73981
25.24,52.95,4.924,117.7,72.1,17513.43465
24.9,41.34,4.218,301.6,330.2,16662.02429
12.21,79.7,4.923,0.992,1.027,6857.142857
18.1,49.35,0.086,29.23,28.01,27898.18182
17.98,88.8,0.067,194.2,163.1,14545.74899
20.31,71.2,4.922,51.69,54.18,26392.22672
23.44,82.7,0.279,0.095,0.085,23034.11645
14.46,63.55,0.086,6.145,6.19,25251.37688
21.15,59.59,0.276,0.069,0.104,13132.09397
18.84,80.0,4.916,0.048,0.085,21355.1417
22.34,67.96,0.068,589.9,136.6,16213.11741
23.23,51.65,4.919,101.9,117.5,20107.74194
20.34,80.9,0.074,0.037,0.115,19081.84615
12.32,67.13,0.074,0.055,0.085,16635.77431
28.2,41.61,0.311,430.6,106.1,14385.29111
12.58,63.32,0.084,0.062,0.067,19155.48387
17.79,70.9,0.077,0.062,0.152,14044.37247
21.25,69.19,4.917,248.3,41.28,12784.96425
13.28,81.1,0.084,0.051,0.23,22366.45161
12.0,51.05,0.907,67.18,66.33,13179.75904
15.22,46.97,0.087,596.5,59.48,16660.58291
13.69,84.2,0.072,62.13,55.74,19048.72727
24.72,69.36,4.909,0.084,0.115,37590.62762
22.85,43.72,4.922,652.6,42.83,13434.16413
16.25,59.83,0.074,340.5,237.4,10671.78872
18.69,78.8,0.068,0.091,0.111,10426.98795
14.22,72.9,0.071,0.048,0.115,24764.51613
21.9,66.98,4.922,0.091,0.096,25103.80567
8.9,92.5,0.083,0.051,0.148,8568.547419
14.54,89.8,0.068,0.022,0.141,13399.27273
17.83,73.9,0.072,0.062,0.107,25042.70769
21.22,57.04,4.925,299.6,220.6,12214.46809
13.37,47.96,0.085,124.8,149.2,17812.04819
7.39,71.2,0.079,0.066,0.1,15396.87875
10.45,50.23,0.083,0.051,0.104,26009.72864
29.72,65.69,4.904,459.5,254.7,26332.2884
14.8,86.1,0.071,0.044,0.119,25204.36364
13.74,71.7,0.08,0.026,0.171,25645.02513
18.15,72.3,0.072,161.8,151.2,19909.81818
13.34,47.16,0.084,445.0,493.6,16800.0
17.24,46.54,4.915,441.6,43.74,16944.57831
9.56,83.9,0.089,0.066,0.13,13977.83133
20.04,89.3,0.067,0.033,0.156,23229.04615
12.99,63.74,0.082,145.5,144.5,15764.81928
23.37,50.45,0.072,587.6,318.9,16971.01215
17.59,45.38,0.086,522.9,106.6,17129.63855
23.08,51.0,0.081,543.2,523.7,11045.78313
24.08,85.8,4.915,0.084,0.1,26817.74059
27.93,46.86,4.925,369.8,324.6,19617.81377
18.67,72.0,0.072,53.64,53.53,8472.289157
12.01,85.6,0.077,2.558,2.507,11525.80645
14.23,70.1,0.084,0.077,0.085,25239.79899
20.87,77.7,0.069,0.066,0.059,26897.72308
23.54,66.36,0.068,333.1,360.3,22384.24615
34.02,30.18,4.907,768.0,37.04,27775.73222
19.01,85.4,4.92,0.051,0.122,21565.02024
20.45,78.9,0.078,59.29,50.93,11980.8
21.17,60.69,4.921,0.073,0.085,15920.89888
24.06,81.6,4.914,0.08,0.215,17026.94561
14.23,65.55,0.076,3.071,3.089,25526.74699
20.89,44.14,0.073,188.4,171.4,17512.72727
23.6,65.82,0.068,269.6,293.7,23660.30769
16.18,38.66,0.085,665.0,58.55,17430.51256
5.153,93.4,0.085,0.062,0.156,7767.587035
20.45,59.08,0.074,0.048,0.145,22697.35385
6.313,74.5,0.08,0.062,0.1,19668.43373
24.52,55.09,4.924,0.102,0.1,26823.76569
31.76,22.57,4.904,824.0,109.3,27794.85893
11.15,73.0,0.082,0.044,0.148,15207.55779
19.28,45.29,0.08,684.1,123.6,16724.26131
17.11,34.58,0.084,485.7,281.4,16249.56784
26.85,42.88,4.919,828.0,148.8,24063.19749
11.39,87.3,0.086,0.055,0.126,13500.0
13.71,68.44,0.077,1.651,1.751,26333.90955
20.19,56.19,4.927,0.095,0.085,11902.43105
13.12,50.42,0.087,258.9,31.73,14527.22892
22.38,64.61,4.919,0.091,0.074,25249.55466
13.89,63.75,0.086,0.07,0.167,15375.43719
14.04,67.65,0.073,133.9,136.1,17083.17588
20.36,60.21,0.073,121.5,140.1,16904.09639
29.34,45.65,4.904,577.1,33.38,26229.96865
11.88,69.95,0.088,0.048,0.115,26423.13253
11.56,88.2,0.084,49.16,45.52,16124.51613
23.57,66.13,0.068,708.0,164.5,18573.78462
15.18,76.0,0.082,0.022,0.133,25229.03226
16.65,72.2,0.085,47.51,41.62,12509.09091
27.03,39.09,4.908,846.0,55.35,26031.34796
18.93,52.18,0.08,0.278,0.219,10878.70445
11.34,85.1,0.081,0.081,0.078,13784.51613
27.92,65.77,4.912,609.9,69.93,28299.91632
20.89,64.17,0.085,0.037,0.107,11082.31003
11.44,68.17,4.919,0.055,0.067,16331.56627
23.33,86.6,4.924,0.095,0.093,26554.98433
19.66,59.31,4.919,718.0,46.97,17773.54839
10.25,86.8,0.08,0.062,0.074,14486.74699
19.76,65.82,4.926,0.406,0.363,26479.67611
27.96,29.62,4.925,630.2,39.41,20233.84615
11.83,65.41,4.916,390.0,408.7,15132.30151
15.75,57.54,0.08,44.3,43.66,10233.85354
27.33,30.09,4.924,525.0,48.86,20718.27692
24.18,50.08,0.071,793.0,51.49,18131.17409
27.01,31.78,4.904,511.8,90.4,26813.7931
15.6,47.88,0.076,79.1,94.0,12832.65306
33.33,31.85,4.909,823.0,40.99,30276.15063
29.63,26.74,4.907,0.106,0.089,36692.88703
14.66,85.5,0.083,0.026,0.141,15045.81818
17.73,73.4,0.071,138.1,131.7,21218.90909
20.56,73.5,4.917,0.088,0.137,11837.71195
21.3,84.2,0.07,41.19,34.99,27069.04615
20.06,70.0,0.072,678.0,187.7,16160.64777
15.0,86.4,0.07,0.066,0.115,28666.18182
16.04,56.21,4.917,29.18,31.91,24919.51807
16.77,62.41,0.084,0.051,0.074,15626.0241
20.54,65.5,0.118,0.037,0.111,11607.53799
18.09,88.0,0.068,0.051,0.13,17804.69636
27.19,56.52,4.902,185.3,131.9,22690.90909
18.05,69.88,0.081,17.88,14.51,16953.19149
24.52,57.89,0.071,830.0,106.9,18644.67692
13.39,84.8,0.085,0.048,0.13,13956.30252
26.03,85.2,4.929,253.3,186.2,24779.43574
21.2,44.72,0.09,873.0,50.1,19525.81818
36.51,21.98,4.929,525.8,57.64,30649.70711
18.88,71.5,4.92,227.3,218.0,12270.27692
11.31,85.6,0.075,0.051,0.145,21598.55276
19.13,82.0,4.917,341.9,293.5,14843.07692
17.09,80.5,0.079,0.048,0.156,15764.51613
29.14,47.96,4.907,730.0,55.82,32764.51883
23.54,63.49,0.068,915.0,45.93,18987.32308
15.76,60.41,0.082,0.044,0.111,12821.12845
16.9,55.16,0.085,655.6,106.3,17280.0
14.23,69.95,0.077,14.88,15.12,25781.20482
15.63,55.86,0.082,0.055,0.089,26914.90909
14.91,84.4,0.071,0.106,0.082,18627.46988
21.85,46.82,4.919,0.106,0.085,8460.551583
21.42,60.19,0.271,0.08,0.082,15856.17978
11.17,80.7,0.074,0.051,0.126,25367.15578
13.24,78.9,0.078,0.051,0.148,21727.22892
23.76,58.68,0.069,923.0,36.98,16949.16923
18.33,63.95,0.072,85.7,89.9,14411.56627
21.19,59.09,4.924,0.08,0.096,15461.98161
